"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2020-11-24 07:04:33 011319551_157_000_0","CHOOSE","","20,539.75","Community Greenlight Poll - NEXO (NEXO) - November 16, 2020","No (Defer)",""
"2020-11-24 07:04:33 011319551_157_000_0","CHOOSE","","20,539.75","Community Greenlight Poll - YFII (DFI.money) - November 16, 2020","No (Defer)",""
"2020-11-24 07:04:33 011319551_157_000_0","CHOOSE","","20,539.75","Accelerate the Peg Stability Module Launch - November 23, 2020","Yes",""
"2020-11-24 06:55:41 011319513_152_000_1","VOTE","","20,539.75","Approve November 2020 Governance Cycle Bundle - November 23, 2020","","YES"
"2020-11-24 06:55:41 011319513_152_000_0","MOVE VOTE","","20,539.75","Onboard GUSD - November 13, 2020","",""
"2020-11-14 07:06:52 011254370_050_000_2","VOTE","","20,539.75","Onboard GUSD - November 13, 2020","",""
"2020-11-14 07:06:52 011254370_050_000_1","MOVE VOTE","","20,539.75","Mitigating Flash Loan Risk - October 30, 2020","",""
"2020-11-14 07:06:52 011254370_050_000_0","MOVE VOTE","","20,539.75","Onboard YFI and BAL, Debt Ceiling and Stability Fee Adjustments - November 6, 2020","",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Calendar Exceptions (MIP4c2-SP6)- November 9, 2020","No",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Emergency Voting System (MIP24)- November 9, 2020","Yes",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Debt Ceiling Instant Access Module (MIP27)- November 9, 2020","Yes",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Stablecoin Action Plan - November 9, 2020","Option 3",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Burning Borrowed, Attacking MKR in the Event of Protocol Redeployment - November 9, 2020","Agree",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Flash Mint Module (MIP25)- November 9, 2020","Yes",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Declaration of Intent - SourceCred Funding (MIP13c3-SP6)- November 9, 2020","Yes",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Operational Support Domain Definition (MIP28)- November 9, 2020","Yes",""
"2020-11-12 16:00:00 011243728_000_000","FINAL_CHOICE","","20,539.75","Inclusion Poll for Operational Support Domain Facilitator Onboarding (Amy Jung) (MIP28c7-SP1)- November 9, 2020","Yes",""
"2020-11-11 06:52:14 011234792_016_000_0","CHOOSE","","20,539.75","Burning Borrowed, Attacking MKR in the Event of Protocol Redeployment - November 9, 2020","Agree",""
"2020-11-11 06:52:14 011234792_016_000_0","CHOOSE","","20,539.75","Stablecoin Action Plan - November 9, 2020","Option 3",""
"2020-11-11 06:52:14 011234792_016_000_0","CHOOSE","","20,539.75","Inclusion Poll for Emergency Voting System (MIP24)- November 9, 2020","Yes",""
"2020-11-11 06:52:14 011234792_016_000_0","CHOOSE","","20,539.75","Inclusion Poll for Declaration of Intent - SourceCred Funding (MIP13c3-SP6)- November 9, 2020","Yes",""
"2020-11-11 06:52:14 011234792_016_000_0","CHOOSE","","20,539.75","Inclusion Poll for Debt Ceiling Instant Access Module (MIP27)- November 9, 2020","Yes",""
